Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
1.0,1,1,9.480074809389581,1,3.839975063536806,4,3,3.0,3,0.16002493646319405,12.320049872926388,1.839975063536806,2.160024936463194,1.320049872926388,159.77958902795618,1.0
10.239954853273138,0,1,13.836535325702698,2,2.0,4,3,3.976647903671814,2,0.0,12.0,0.0,1.0,0.0,112.63288505440163,1.0
1.4875727720996463,0,3,32.51242722790035,4,2.7562136139501767,4,1,4.756213613950177,6,0.24378638604982317,15.024854455800707,1.0,1.7562136139501767,1.5124272279003537,191.7113378862292,1.0
1.0,1,1,31.45852300888189,0,4.0,5,3,2.9170460177637816,4,0.5414769911181093,18.08295398223622,1.5414769911181092,2.0,1.4585230088818908,149.3445573982967,1.0
0.7107552280273455,0,1,17.529062736328147,2,2.7107552280273453,4,0,1.0,2,1.0,12.42151045605469,4.4215104560546905,6.553776140136727,7.710755228027345,201.31674577976563,1.0
0.9000831830164807,1,3,10.90008318301648,4,2.9000831830164806,4,2,2.1065421674442524,2,1.0,12.90008318301648,7.900083183016481,7.900083183016481,4.900083183016481,182.6886313146283,1.0
0.11613896020052561,1,2,14.303166238796846,2,2.1161389602005256,4,2,4.651583119398423,7,0.0,23.0,0.11613896020052561,1.1161389602005256,2.767722079598949,134.296470972391,1.0
15.0,1,1,11.132243513134043,1,2.955918828955319,4,2,3.044081171044681,10,0.9559188289553192,13.088162342089362,2.2204058552234036,3.176324684178723,7.955918828955319,149.60118376579106,1.0
0.0,0,1,9.313966717377353,1,2.0,3,2,3.0,2,0.6860332826226472,18.058099847867943,1.0,1.0,2.0,140.84031219286473,1.0
1.0,0,1,7.0,1,3.0,5,3,4.888403672308681,3,0.8884036723086812,12.446385310765276,1.1115963276913188,2.0,1.0,148.49912182770495,1.0
0.0,1,1,15.68136813681368,1,3.0,3,5,4.0,2,1.0,19.38234274112323,0.39705712352053846,1.0,0.0,124.33411655905314,1.0
16.86646320129256,1,2,9.0,3,3.0,5,4,2.184783443394963,4,0.17329264025851254,15.954573773912818,6.346585280517025,8.213048481809587,9.826707359741487,322.4119770848515,1.0
0.0,0,2,11.015986836789535,3,2.9317314170222324,3,5,3.0332749228140576,2,1.0,13.079934183947678,0.9840131632104643,1.0,0.0,128.52199012759215,1.0
0.7115945621812543,0,1,24.44202718909373,1,3.7115945621812543,5,2,4.4231891243625086,2,1.0,20.692756497450034,1.5768108756374914,6.711594562181254,7.711594562181254,163.49782694923502,1.0
1.0,0,1,15.922270970815186,1,3.0,4,3,4.844541941630371,2,1.0,22.961135485407592,1.0388645145924071,2.0,3.0,148.1921223232875,1.0
0.0,0,2,24.947409474512103,2,2.9317314170222324,3,5,3.3894818949024206,1,0.6105181050975796,11.38948189490242,0.38948189490242036,1.0,0.0,127.88516791178095,1.0
1.0,0,3,33.0,4,3.0,5,2,5.0,7,0.0,16.0,1.6144880952630776,2.0,2.0,191.96,1.0
0.3403871042545057,0,1,33.97883868723648,1,2.6807742085090114,4,2,3.3403871042545057,2,0.3403871042545057,21.31922579149099,1.6596128957454943,4.701935521272528,8.340387104254505,145.12765419459564,1.0
0.0,1,1,15.68136813681368,1,3.0,3,5,4.0,2,1.0,19.75155435591449,0.4585923926524148,1.0,0.0,124.37349913129755,1.0
1.0,0,3,7.462435129535462,1,3.154145043178487,5,3,3.010221151590635,3,0.1541450431784871,13.0,2.0,2.0,1.0,138.91370459067483,1.0
4.0,1,3,6.0,2,3.0,3,2,1.5537114853580112,9,1.0,11.0,0.5537114853580112,1.0,5.0,159.93,1.0
1.541704812410004,0,2,10.833180750359984,1,2.916590375179992,3,2,2.541704812410004,4,1.0,18.458295187589997,1.458295187589996,1.458295187589996,0.458295187589996,153.24159495266917,1.0
10.239954853273138,0,1,10.76190181260487,1,2.76190181260487,3,5,4.04760725041948,7,0.23809818739513,18.42858912437078,0.23809818739513,1.23809818739513,0.0,121.49381477356333,1.0
10.239954853273138,1,1,23.83175019031207,2,2.8336499619375854,3,4,3.8336499619375854,2,0.16635003806241444,13.998100228374486,0.8336499619375856,1.0,0.0,121.21002729636608,1.0
0.44044135031242404,0,2,33.2382345987503,1,3.0,4,2,4.559558649687576,6,0.44044135031242404,18.0,1.0,2.0,1.559558649687576,149.42133077630942,1.0
1.0,0,1,5.604666498702987,1,3.0,4,3,4.0,3,0.30233324935149375,14.790667002594025,1.3023332493514936,2.3023332493514936,1.6046664987029875,150.07114024690662,1.0
3.33401407585385,1,2,24.296674486585474,1,4.0,4,0,4.740665102682906,4,0.7406651026829055,21.51866979463419,1.2593348973170944,2.5186697946341887,4.51735087321388,211.57879232828788,1.0
28.859137796246408,0,1,15.68136813681368,1,2.0,3,5,3.0,2,0.0,20.778495346819486,1.6107523265902561,1.805376163295128,1.6107523265902561,125.9658491984109,1.0
1.2305903287960995,1,3,7.942352417800975,2,3.0576475821990248,5,2,3.8847048356019505,8,0.05764758219902488,15.769409671203901,1.0576475821990248,2.0,1.2882379109951243,191.92225494008323,1.0
1.6848959576694267,0,1,13.97265606349586,0,3.6575520211652868,4,2,2.3151040423305735,3,0.0,13.684895957669427,1.0,2.0,1.0,144.66325532147917,1.0
7.875590321704996,1,1,15.49722997034833,2,2.0,3,5,5.0,4,0.0,12.540495384261567,1.0,1.0,1.4595046157384335,122.69034793907011,1.0
10.239954853273138,0,1,10.0,0,2.966417385866407,3,5,1.9664173858664074,18,1.0,23.0,1.0,1.0335826141335926,0.0,122.85,1.0
17.096038216249692,0,2,9.557708826250044,3,3.0,5,3,2.1154176525000876,6,1.0,15.0,2.0,2.0,2.1154176525000876,150.48985774353764,1.0
5.0,1,3,7.0,2,4.0,4,2,1.3472770390305076,10,1.0,12.0,1.3472770390305076,2.0,6.0,184.93,1.0
0.0,0,2,25.678129596025215,3,2.9317314170222324,2,5,4.580467600993696,1,0.0,14.902338004968481,1.0,1.0,0.0,129.16983486892414,1.0
6.164819791925827,1,3,15.860803298654304,3,3.0,5,2,3.278393402691391,9,0.0,14.556786805382782,1.0,2.0,3.8608032986543046,178.43216065973087,1.0
1.0,0,1,21.888087498404406,3,3.444043749202203,4,0,1.8880874984044058,2,0.5559562507977971,13.444043749202203,3.6678687523933915,5.335737504786783,4.89169375558458,203.2297859951494,1.0
1.0,0,1,29.12129703573681,1,3.3737656785789363,4,3,2.2524686428421274,3,0.37376567857893617,22.495062714315743,2.0,2.0,1.0,149.00173472071893,1.0
0.4888978317924514,0,2,17.792737891035266,0,2.4888978317924515,4,3,3.5227883327896365,4,0.0,12.0,1.0,1.4888978317924515,0.4888978317924514,179.94697989464933,1.0
0.0,0,1,13.205336401962972,1,2.9317314170222324,3,5,1.8035576013086485,2,0.5982211993456757,16.794663598037026,0.40177880065432425,1.4017788006543244,0.8035576013086485,128.52072700679605,1.0
20.0,1,1,15.68136813681368,0,2.0,3,5,3.0,5,0.0,24.0,0.006151611100301824,1.0,0.0,124.79,1.0
0.0,0,2,24.47874095140429,3,2.9317314170222324,1,5,4.880314762148927,1,0.0,16.401573810744637,1.0,1.0,0.0,129.4486927287985,1.0
10.239954853273138,1,1,27.50637616736224,1,2.62340595815944,3,5,3.62340595815944,2,1.0,12.129782125521679,0.0,1.0,3.62340595815944,121.02808714979133,1.0
1.0,0,1,35.43062263881772,1,3.5693773611822825,5,2,4.138754722364565,4,0.0,21.861245277635433,1.8612452776354345,2.8612452776354345,6.153113194088586,168.8045947109517,1.0
1.0,0,1,18.65537664122791,0,3.0,5,3,5.0,2,1.0,23.379339520175417,1.0,2.758679040350832,2.241320959649168,148.15689246717545,1.0
1.7986878921775666,0,1,8.201312107822433,2,2.2013121078224334,3,1,3.254272033430285,8,0.20131210782243325,11.402624215644867,5.993439460887833,9.389503137420533,4.51735087321388,222.16912281661737,1.0
6.0,0,1,26.0,1,3.0,2,3,3.0,8,1.0,13.0,1.7902754865286372,3.0,3.0,152.59,1.0
1.0,1,2,20.0,3,3.0,5,3,3.14261121909933,6,1.0,16.0,2.9605404671091007,3.0,1.0,148.35,1.0
1.0,1,1,9.524453962513173,1,3.0,4,2,3.0,4,0.5244539625131733,19.048907925026345,2.4755460374868266,2.4755460374868266,2.5244539625131734,167.7134021390972,1.0
19.56975416042337,1,1,11.198827912296357,1,2.456975416042337,5,4,2.913950832084674,4,0.5430245839576632,13.0,1.543024583957663,2.0,1.543024583957663,135.99721698564574,1.0
0.7722502638967904,1,3,9.089001055587161,2,3.7722502638967903,4,2,3.2277497361032097,10,0.0,15.0,1.5445005277935808,2.5445005277935806,0.7722502638967904,169.99109590252704,1.0
0.9640288471655137,0,1,17.143884611337946,1,3.9280576943310272,3,0,3.0,8,0.035971152834486264,12.0,2.0359711528344864,2.0345565569365007,4.606654624387907,225.86201364310224,1.0
0.909454610937242,0,1,17.452726945313792,1,3.909454610937242,5,3,4.090545389062758,2,1.0,25.63781844374897,0.909454610937242,2.362181556251032,1.5432723343765478,143.19160028812388,1.0
0.27785676454409414,0,1,6.277856764544094,1,3.0,1,0,3.7405675457829015,2,0.0,12.111427058176377,2.4442864709118117,3.4442864709118117,6.722143235455906,175.26617080135944,1.0
0.0,1,1,15.68136813681368,1,3.0,4,5,5.0,2,1.0,15.0,0.5333866287653626,1.0,0.0,126.0,1.0
2.73993831929537,1,3,27.869969159647685,3,3.130030840352315,4,2,3.0,3,1.0,12.0,1.130030840352315,1.26006168070463,0.39009252105694525,164.68290940599223,1.0
0.1306523438234629,1,1,13.522609375293852,0,2.130652343823463,3,5,3.0,3,1.0,12.869347656176537,3.738695312353074,6.346738280882685,6.346738280882685,133.61210898449988,1.0
5.533568559924195,1,2,6.0,1,2.790509794274885,4,0,4.58101958854977,9,0.0,13.371529382824654,2.628470617175345,4.67592164580092,14.3796082290046,205.0860525612709,1.0
1.0,1,3,10.625537558099456,0,3.1248208139668483,4,0,5.0,2,0.8751791860331517,21.62697104636467,2.8751791860331517,5.249641627933697,4.51735087321388,220.98476347443622,1.0
3.3826319876482165,0,1,31.794210662549407,2,3.205789337450595,4,3,1.7942106625494054,3,1.0,25.0,2.0,2.0,1.7942106625494054,152.21738995867588,1.0
1.0,0,1,26.41502161273236,2,3.275767568251357,4,0,4.448464863497286,10,0.724232431748643,14.896929726994571,2.0,2.0,4.51735087321388,224.77025221688632,1.0
10.239954853273138,0,1,11.754181162036378,2,2.877090581018189,3,5,4.508362324072756,5,1.0,22.122909418981813,1.0,1.122909418981811,1.7541811620363779,120.99056796824144,1.0
1.0,0,1,7.0,1,3.0,5,3,4.944042093825398,3,0.9440420938253978,12.22383162469841,1.0559579061746023,2.0,1.0,148.34500340010365,1.0
0.8512040305948844,1,3,11.595183877620462,4,3.0,4,2,2.446387908215347,3,1.0,13.595183877620462,6.809632244759075,6.95842821416419,4.702408061189769,183.12525219181867,1.0
0.0,1,1,15.68136813681368,0,2.0,4,5,1.0,2,0.5373243949346065,12.537324394934606,0.0,1.0,0.5373243949346065,124.69968230886444,1.0
0.0,1,1,8.980987378162686,1,2.980987378162685,3,3,4.96197475632537,6,0.0,13.07605048734926,1.019012621837315,1.019012621837315,1.980987378162685,140.37673430264897,1.0
1.0,0,3,26.483407435973145,3,4.0,4,2,2.4834074359731466,7,1.0,13.033185128053706,2.0,2.4834074359731466,4.033185128053707,174.43861460200006,1.0
5.45419009005818,0,1,15.68136813681368,0,2.136452477485455,3,5,3.27290495497091,9,1.0,16.682262387427272,1.0,1.136452477485455,0.2729049549709097,124.32497068242981,1.0
8.70141630081812,0,3,7.41126847786868,2,4.0,4,2,2.4112684778686804,9,0.5887315221313199,12.41126847786868,2.0,2.0,4.354926088525279,187.9528233123348,1.0
1.0,1,1,19.249340184160797,2,3.375329907919602,5,3,5.0,4,1.0,16.0,2.624670092080398,2.624670092080398,1.0,149.34462425598693,1.0
10.239954853273138,1,1,28.571567111051742,2,2.0,3,5,3.0473587369205357,5,1.0,11.857350666577611,0.0,1.0,1.5715671110517404,121.0227851022531,1.0
13.748430542622604,0,2,17.219338546516525,1,3.0,5,0,3.0,9,0.20322309108608727,12.203223091086087,1.941558545811493,3.9847815320461812,10.390330726741738,255.72972363392023,1.0
1.0,0,2,20.714605425866907,1,3.2382018086223026,4,2,5.0,3,0.23820180862230278,19.191009043111514,1.0,3.1910090431115137,4.191009043111514,166.58204632092597,1.0
0.6134594931769721,1,3,19.613459493176972,2,3.0,4,2,5.0,4,0.3865405068230279,16.06729746588486,1.0,2.0,2.613459493176972,165.01462236413008,1.0
1.0,0,1,9.0,2,3.511275462200751,4,3,4.0113510674885315,8,1.0,15.511275462200752,1.0,2.0,1.9774490755984977,145.66541222185637,1.0
0.4923254800011819,1,1,7.492325480001182,0,3.015349039997636,4,2,4.507674519998818,6,0.0,12.523023559996455,1.0,1.507674519998818,6.030698079995272,148.58553721639993,1.0
9.040953204631919,1,1,7.0,2,4.0,4,0,2.5772790292331313,10,1.0,13.154558058466263,1.4227209707668687,2.0,3.1136048538343437,181.39705234109323,1.0
2.344228543754477,0,3,33.13442285437545,3,3.1344228543754475,4,2,4.731154291249105,6,0.13442285437544776,15.596731436873657,2.0,2.0,2.2688457087508955,191.55807566541742,1.0
10.239954853273138,1,1,8.115563938499424,2,2.9807393435834295,3,3,4.0,2,0.0,12.0,0.9807393435834294,1.0,0.0,113.90457593353014,1.0
2.222752625721451,0,1,25.66825787716435,1,3.407584208573817,3,0,3.407584208573817,7,1.0,14.630336834295267,1.829637271285696,5.946050364658912,5.146910539983281,259.40444969233295,1.0
0.17248107789369693,0,1,9.172481077893696,1,3.172481077893697,3,3,4.666474833734393,5,0.17248107789369693,13.0,1.172481077893697,1.172481077893697,1.827518922106303,140.3755428095996,1.0
0.0,0,1,15.68136813681368,2,2.0,1,5,3.0,4,1.0,14.0,0.0,1.0,3.0,124.32,1.0
0.5735289514555733,0,1,32.58823161164459,1,3.5735289514555735,4,2,3.5735289514555735,2,0.42647104854442675,13.27941314563328,1.8529420970888535,3.705884194177707,5.852942097088853,160.64294209708885,1.0
4.824188574447732,0,1,11.956047143611933,1,3.956047143611933,4,3,3.019441350659748,8,0.0439528563880669,18.263717138328403,1.043952856388067,2.0,1.0,146.14823608437075,1.0
0.7995254844715972,0,1,6.799525484471597,0,3.0,3,2,3.253489980760701,2,0.0,14.198101937886388,1.4009490310568056,2.400949031056806,6.200474515528403,176.77973513972688,1.0
1.0,1,2,19.562943158761513,1,3.0,4,2,5.0,4,0.0,18.54632105154811,1.1092642103096213,2.0,3.2185284206192426,167.29394281059783,1.0
0.0,1,1,15.68136813681368,0,3.0,4,5,5.0,7,0.0,13.0,0.14603803304457785,1.0,7.0,123.62,1.0
16.804250916831258,0,3,11.195749083168742,0,2.560850183366252,3,3,2.4682692534593342,5,0.0,15.682550550098755,1.0,4.925951283563762,3.560850183366252,176.93436422084935,1.0
9.081813125242363,0,1,34.54090656262118,2,2.1530311457929394,3,0,4.0,2,1.0,12.153031145792939,3.5409065626211813,7.928781979449424,4.51735087321388,218.099770578228,1.0
1.0,1,1,15.320729384413756,1,4.0,4,3,5.0,3,1.0,17.78618041039083,1.1069097948045852,2.0,1.0,149.19595778550524,1.0
0.0,0,1,8.062457593619072,1,3.0,3,3,1.2498303744762858,6,0.9375424063809286,13.0,0.06245759361907144,1.9375424063809286,2.0,137.41299396428292,1.0
10.699211422083636,1,3,16.417323814930302,2,4.0,4,0,4.0,7,0.11653523701393931,21.76692952597212,2.4661409480557572,2.6992114220836356,7.594148658573591,199.45917888299778,1.0
0.0,1,1,15.68136813681368,0,3.0,4,5,5.0,7,0.0,13.0,0.5516809446305778,1.0,7.0,123.62,1.0
4.020864978008465,0,2,13.59389240103809,2,2.4895675109957676,3,1,3.5312974670126964,4,0.5104324890042322,12.0,4.937405065974607,2.960674157303371,10.083459912033858,242.03996002517144,1.0
0.37340748890678976,0,1,7.62659251109321,2,3.0,4,3,1.7468149778135795,5,0.6265925110932102,13.0,2.0,2.0,1.6265925110932102,137.73156825980232,1.0
1.0,0,1,22.147234786539826,1,3.926382606730087,4,3,3.0,2,0.07361739326991323,12.926382606730087,2.8527652134601738,2.926382606730087,2.8527652134601738,151.19643878518357,1.0
1.0,1,3,16.0,2,3.0,5,2,5.0,9,0.0,24.0,1.0,2.0,4.0,159.07,1.0
0.0,0,2,15.68136813681368,0,3.0,4,5,4.523156531682183,1,0.4768434683178171,21.953686936635634,1.0,1.0,0.0,123.95095989842719,1.0
1.0,1,1,30.375444084861122,2,3.0,4,3,3.0,6,1.0,14.063166127291682,1.0,2.0,3.3754440848611216,145.6047690758722,1.0
11.554586084603542,0,1,6.0,2,2.7227069576982283,3,0,3.0479217314934153,8,1.0,13.277293042301771,0.0,1.0,0.0,151.99927643376944,1.0
10.239954853273138,1,1,6.0,2,3.0,5,5,4.0,8,1.0,13.0,1.0,3.0,7.0,122.16,1.0
1.0,1,1,16.0,1,3.0,4,3,5.0,9,0.0,23.13443512940812,1.8655648705918781,2.0,4.865564870591879,165.9339294237936,1.0
1.2993955883716812,0,1,6.197582353486725,1,2.7006044116283188,4,2,3.7006044116283188,3,0.29939558837168123,16.59879117674336,1.0,1.7006044116283188,0.7006044116283188,151.3851417354878,1.0
0.7174310508340269,0,1,32.84770684749792,1,3.0,3,4,4.358715525417013,1,0.0,11.717431050834026,0.0,1.0,3.6412844745829864,136.3145409830223,1.0
0.804437207679505,1,1,11.195562792320494,0,3.0,4,2,3.0533411550270793,3,1.0,16.39112558464099,4.82662324607703,6.195562792320495,7.0,161.8728430694591,1.0
1.442480255170894,1,1,15.68136813681368,0,3.0,3,5,4.721240127585447,7,0.721240127585447,19.606200637927234,1.0,1.721240127585447,1.721240127585447,124.43583901882867,1.0
0.21070496386720317,1,1,18.52506525292958,2,2.4214099277344063,3,3,4.210704963867203,2,1.0,23.578590072265595,1.0,1.2107049638672032,1.7892950361327968,138.1843237706446,1.0
0.9574480190380962,0,2,32.87234405711429,3,2.9574480190380963,4,1,5.0,6,0.0,15.829792076152385,1.9574480190380963,1.9574480190380963,2.2978638667333264,191.75830361024057,1.0
0.0,1,3,7.017726570226937,2,2.9911367148865313,4,1,4.964546859546124,2,0.0088632851134689,11.0,1.0177265702269378,5.973410144659593,7.0,197.19415467204328,1.0
10.239954853273138,1,1,14.995641711363957,2,2.002179144318022,3,5,4.995786207508322,4,0.0021791443180217973,14.0,0.9978208556819782,1.0,0.006537432954065281,120.18322513359068,1.0
0.0,1,1,10.030463896572186,0,2.3231787011426044,3,5,3.0,2,0.6768212988573956,12.353642597714792,1.6768212988573956,1.6768212988573956,1.3536425977147912,134.55219862850274,1.0
19.343061401101767,1,1,9.0,1,3.828469299449117,4,4,4.828469299449117,7,1.0,14.298097042704933,2.6861228022035317,4.058368406610596,5.686122802203531,322.5385168056231,1.0
2.6515745671157385,1,3,15.705380603653808,1,2.0,3,0,3.8215224146152273,8,0.0,15.232283621922841,2.8215224146152273,5.410761207307614,0.8838581890385795,202.441299267673,1.0
1.9856847223329401,0,1,7.98568472233294,2,2.0286305553341197,3,1,3.09398999057637,7,0.0,11.01431527766706,6.95705416699882,10.94273888933176,4.51735087321388,221.69644187495018,1.0
0.0,0,1,15.68136813681368,1,2.26213048143847,4,5,5.0,3,0.73786951856153,11.0,0.26213048143846995,1.0,0.0,123.8243557650811,1.0
0.0,1,1,10.502433791002026,0,2.165855402999324,3,5,3.0,2,0.8341445970006758,12.668289194001352,1.8341445970006758,1.8341445970006758,1.6682891940013516,134.4829763773197,1.0
8.0,1,1,10.0,2,3.0,4,3,5.0,6,0.0,13.0,2.0,2.0,3.0,148.62,1.0
0.0,0,2,9.428598850796647,3,2.1428502873008384,3,1,3.1996867380144884,2,0.8571497126991614,11.857149712699162,6.428598850796646,6.571449138097484,4.428550861902516,176.94692549164853,1.0
1.0,1,1,31.246572077743032,0,3.753427922256969,5,3,2.493144155486062,3,1.0,19.49314415548606,2.0,2.246572077743031,1.4931441554860618,148.3334255390094,1.0
0.768922782107641,1,1,7.0,1,4.0,5,3,4.231077217892359,8,0.768922782107641,14.0,1.768922782107641,3.537845564215282,8.0,147.49737273812283,1.0
1.6829189686598902,0,1,9.658540515670055,2,3.0,4,2,3.68291896865989,2,1.0,21.36583793731978,1.658540515670055,2.0,2.31708103134011,164.9173377072678,1.0
0.9355362688176552,1,1,11.064463731182345,1,2.9317314170222324,3,5,4.547740405186328,3,0.2338840672044138,11.467768134408828,0.0,1.0,2.2983477983867586,129.17433099768797,1.0
10.239954853273138,0,1,8.462235680966803,2,3.0,4,5,3.3081571206445357,7,0.8459214396777321,15.308157120644536,0.0,1.0,0.0,120.9261933552548,1.0
1.0,1,1,19.06802057118729,2,3.0,5,2,4.386395885762542,5,0.6136041142374584,24.613604114237457,1.6136041142374584,2.0,3.386395885762542,161.13170982383787,1.0
10.239954853273138,0,1,13.91139528603032,1,3.0,3,5,3.005875260043752,2,0.08860471396967906,12.177209427939358,0.9113952860303209,1.0,0.2658141419090372,119.27214435060057,1.0
2.4628834290016326,0,1,31.48762780966721,2,3.512372190332789,4,3,1.4876278096672109,3,1.0,25.0,2.0,2.0,1.4876278096672109,151.12595500241525,1.0
26.84470133065679,1,2,18.68940266131358,1,2.077649334671605,3,2,4.922350665328395,3,0.0,16.68940266131358,0.07764933467160506,1.0776493346716052,1.9223506653283948,141.96349514035003,1.0
1.0,1,1,15.40754303103243,0,3.592456968967569,4,3,4.184913937935138,3,0.5924569689675692,17.18491393793514,1.8150860620648617,2.407543031032431,1.8150860620648617,150.38194802675156,1.0
6.778680532623117,0,1,29.37157404349749,2,3.4071064891256277,4,3,3.4071064891256277,4,1.0,23.0,1.0,2.0,1.8142129782512553,156.52450763728362,1.0
0.0,1,1,6.0660098441402415,1,2.0,3,3,1.0,10,1.0,14.0,2.0,2.0,2.0,147.87,1.0
0.3488205339694793,0,3,21.30235893206104,1,3.0,3,0,4.651179466030521,4,0.6511794660305207,17.209435728244166,1.0,1.3488205339694792,0.3488205339694793,184.59702660343126,1.0
0.0,1,1,20.55600760483474,2,2.110998098791315,3,2,3.110998098791315,7,0.0,14.110998098791315,0.11099809879131484,1.0,0.0,148.27673108368896,1.0
0.0,1,2,18.424705630027667,1,2.0,3,2,5.0,2,0.0,16.616470420018445,0.0,1.0,3.1505887399446673,142.29164704200184,1.0
10.0,0,3,15.94768802596447,3,2.947688025964471,4,0,1.1046239480710585,6,0.0,11.94768802596447,4.7907521038578835,5.470807766319764,4.51735087321388,226.1378607117208,1.0
1.6508482773214475,1,2,23.361582376289693,1,4.0,4,0,4.927683524742061,4,0.9276835247420614,21.144632950515877,1.2169494257738158,2.144632950515877,4.51735087321388,210.90178564043373,1.0
0.0,0,1,8.089769585416597,1,3.0,3,3,1.0897695854165972,6,0.9551152072917014,13.134654378124896,0.0,1.9551152072917013,2.0,137.29720184345828,1.0
10.239954853273138,1,2,7.04515319867349,0,2.0,3,5,3.0,1,0.0,13.477423400663255,0.5225765993367452,1.0,3.4322702019897644,120.50683927609285,1.0
0.0,0,1,15.68136813681368,1,2.299565677953874,3,5,3.6455762187284577,1,0.2995656779538739,17.0,0.0,1.0,1.4008686440922522,124.14810423729107,1.0
1.0,0,3,20.23058622582849,0,3.0768620752761633,4,2,4.076862075276163,7,0.0,12.307448301104653,1.0768620752761635,2.0,1.153724150552327,182.31103824803213,1.0
0.0,1,1,14.499375731929582,1,3.0,4,3,3.9987514638591644,2,0.5006242680704178,11.499375731929582,1.0,1.4993757319295822,2.0,141.94243425823058,1.0
0.20548445550925132,1,2,15.0,2,3.2054844555092514,4,3,5.0,3,0.20548445550925132,12.0,1.2054844555092514,2.0,3.2329067330555077,144.45001095756527,1.0
0.0,0,2,19.171654090933206,2,2.292913522733302,3,2,2.1716540909332074,3,1.0,23.414172954533395,2.1212594318000946,6.0,7.0,143.87091247950553,1.0
18.100452022927946,1,1,8.0,1,2.9497739885360263,3,4,4.949773988536026,6,1.0,15.737864077669904,1.200904045855895,1.6027121375676852,4.200904045855895,298.2821145497258,1.0
1.2187055061037104,0,2,30.145803670735805,3,3.0,4,0,4.927098164632096,10,1.0,15.78129449389629,1.9270981646320964,2.0,4.51735087321388,223.87596028925074,1.0
1.0,1,1,29.20861984789791,0,3.402873282632637,4,3,2.194253434734726,3,0.4028732826326371,20.194253434734726,1.597126717367363,2.0,1.0,148.62093688542592,1.0
1.0,0,1,26.161223577376738,2,3.2952904940479435,4,0,4.409419011904113,10,0.7047095059520567,14.818838023808226,2.0,2.0,4.51735087321388,224.78938468416698,1.0
0.0,1,1,16.0,1,2.0,3,3,3.0154090935671065,2,1.0,11.0,0.23238432305604784,1.0,1.0,110.09,1.0
10.239954853273138,0,1,14.875982004365145,1,3.0,3,3,4.281004498908714,2,1.0,24.15698650327386,0.0,1.0,0.5620089978174272,119.19134962766465,1.0
0.8034827432968846,0,1,32.589551770109345,1,3.6069654865937695,4,2,3.8034827432968847,2,0.8034827432968846,20.39303451340623,6.213930973187539,7.017413716484423,8.803482743296884,145.19248758406155,1.0
0.0,0,1,9.929228053631855,0,2.0,3,2,3.0,5,0.0707719463681461,16.212315839104438,1.0,1.0,2.0,139.13603829143977,1.0
1.0,0,1,5.810205389055133,1,3.0,5,3,4.405102694527566,3,0.4051026945275664,14.379589221889734,1.0,2.0,1.0,149.83786553615863,1.0
0.09388899786750293,1,2,7.187777995735006,1,2.093888997867503,4,2,3.906111002132497,7,0.0,15.281666993602508,0.2816669936025087,1.1877779957350059,0.18777799573500586,167.48801682686522,1.0
0.32149570124788196,0,3,24.642991402495763,4,3.0,3,2,3.321495701247882,1,1.0,18.321495701247883,0.32149570124788196,2.678504298752118,1.678504298752118,147.10127214673116,1.0
0.4764369863437916,1,3,20.0,1,3.0,4,2,5.0,4,0.0,18.0,1.0,2.0,3.0,167.33,1.0
1.0,1,2,13.226028997816,2,4.0,4,3,4.095884008736001,5,1.0,22.773971002184002,2.0,2.0,3.0,146.1865785755883,1.0
0.640476042175844,1,1,15.359523957824155,2,3.280952084351688,4,2,5.0,2,0.640476042175844,13.078571873472468,1.280952084351688,1.640476042175844,8.0,144.73033273123391,1.0
1.0,0,1,24.021018884825192,1,3.0,4,3,2.978981115174809,2,1.0,12.042037769650381,1.0,2.0,1.021018884825191,152.33601352541532,1.0
1.0,1,3,16.0,2,3.0,5,2,5.0,9,0.0,24.0,1.0,2.0,4.0,159.07,1.0
18.568743663545803,1,1,12.64218591588645,1,2.7156281682270977,4,0,4.642185915886451,9,1.0,16.146884504681292,2.7890704205677443,6.073442252340646,7.396045008296625,203.4362961089851,1.0
0.3521825540094716,0,3,24.704365108018944,4,3.0,3,2,3.3521825540094716,1,1.0,18.35218255400947,0.3521825540094716,2.6478174459905284,1.6478174459905284,147.19302583648832,1.0
9.964618082976967,1,3,8.0,1,2.0,4,5,3.0081507057399417,2,0.0,13.0,0.8770793215346124,1.0,2.0,120.44,1.0
1.7793864381422093,0,3,28.445363678938406,2,3.0,4,2,4.111340919734602,3,0.8886590802653986,14.0,1.7773181605307973,1.8886590802653986,0.8886590802653986,145.8370079188891,1.0
10.239954853273138,0,2,13.50925185233951,3,2.4969160492201636,3,3,5.0,3,0.49691604922016364,20.49074814766049,0.5030839507798364,1.0,0.9938320984403273,119.30627241929307,1.0
1.0,0,1,16.0,2,4.0,4,2,5.0,6,0.0,18.0,1.0,2.0,8.0,178.46,1.0
6.484811269278885,0,2,33.24240563463944,3,2.5858647884535193,4,0,4.0,3,1.0,12.585864788453518,2.2424056346394425,4.898946480825366,4.51735087321388,216.99604478944352,1.0
